Time_ms,HeadRotX,HeadRotY,HeadRotZ,HeadRotW,LeftLocalRotX,LeftLocalRotY,LeftLocalRotZ,LeftLocalRotW,LeftWorldRotX,LeftWorldRotY,LeftWorldRotZ,LeftWorldRotW,LeftConfidence,RightLocalRotX,RightLocalRotY,RightLocalRotZ,RightLocalRotW,RightWorldRotX,RightWorldRotY,RightWorldRotZ,RightWorldRotW,RightConfidence
0,-0.01876,0.03502,0.03575,-0.99857,-0.03730,-0.02476,0.00092,-0.99900,0.05691,-0.01158,-0.03486,0.99770,1.00,-0.03737,0.00236,-0.00009,-0.99930,0.05597,-0.03870,-0.03437,0.99709,1.00
11,-0.01892,0.03501,0.03589,-0.99856,-0.03725,-0.02641,0.00098,-0.99896,0.05708,-0.00992,-0.03503,0.99771,1.00,-0.03732,0.00071,-0.00003,-0.99930,0.05615,-0.03703,-0.03454,0.99714,1.00
23,-0.01906,0.03493,0.03583,-0.99857,-0.03711,-0.02632,0.00098,-0.99896,0.05707,-0.00992,-0.03497,0.99771,1.00,-0.03719,0.00080,-0.00003,-0.99931,0.05615,-0.03704,-0.03449,0.99714,1.00
34,-0.01914,0.03486,0.03573,-0.99857,-0.03630,-0.02631,0.00096,-0.99899,0.05634,-0.00983,-0.03488,0.99775,1.00,-0.03637,0.00081,-0.00003,-0.99934,0.05541,-0.03694,-0.03442,0.99719,1.00
45,-0.01920,0.03474,0.03573,-0.99857,-0.03356,-0.02626,0.00088,-0.99909,0.05366,-0.00966,-0.03491,0.99790,1.00,-0.03362,0.00085,-0.00003,-0.99943,0.05273,-0.03677,-0.03453,0.99733,1.00
56,-0.01921,0.03454,0.03595,-0.99857,-0.03355,-0.02608,0.00088,-0.99910,0.05366,-0.00965,-0.03513,0.99789,1.00,-0.03362,0.00103,-0.00003,-0.99943,0.05273,-0.03675,-0.03475,0.99733,1.00
68,-0.01915,0.03429,0.03622,-0.99857,-0.03544,-0.02573,0.00091,-0.99904,0.05549,-0.00982,-0.03539,0.99778,1.00,-0.03553,0.00138,-0.00005,-0.99937,0.05456,-0.03693,-0.03496,0.99721,1.00
78,-0.01909,0.03416,0.03628,-0.99858,-0.03560,-0.02545,0.00091,-0.99904,0.05558,-0.00998,-0.03545,0.99777,1.00,-0.03569,0.00166,-0.00006,-0.99936,0.05465,-0.03709,-0.03501,0.99720,1.00
89,-0.01906,0.03389,0.03626,-0.99859,-0.03565,-0.02518,0.00090,-0.99905,0.05558,-0.00998,-0.03543,0.99778,1.00,-0.03573,0.00193,-0.00007,-0.99936,0.05465,-0.03709,-0.03499,0.99720,1.00
100,-0.01909,0.03369,0.03624,-0.99859,-0.03706,-0.02336,0.00087,-0.99904,0.05695,-0.01167,-0.03537,0.99768,1.00,-0.03713,0.00377,-0.00014,-0.99930,0.05601,-0.03878,-0.03489,0.99707,1.00
