Time_ms,HeadRotX,HeadRotY,HeadRotZ,HeadRotW,LeftLocalRotX,LeftLocalRotY,LeftLocalRotZ,LeftLocalRotW,LeftWorldRotX,LeftWorldRotY,LeftWorldRotZ,LeftWorldRotW,LeftConfidence,RightLocalRotX,RightLocalRotY,RightLocalRotZ,RightLocalRotW,RightWorldRotX,RightWorldRotY,RightWorldRotZ,RightWorldRotW,RightConfidence
0,-0.05992,0.01932,-0.01880,0.99784,0.00388,-0.00877,0.00003,0.99995,-0.05621,0.01050,-0.01832,0.99820,1.00,0.00387,-0.03581,0.00014,0.99935,-0.05669,-0.01649,-0.01658,0.99812,1.00
333,-0.05970,0.01768,-0.02052,0.99785,-0.02231,-0.02487,-0.00056,0.99944,-0.08246,-0.00672,-0.01919,0.99639,1.00,-0.02224,-0.05186,-0.00116,0.99841,-0.08289,-0.03371,-0.01816,0.99582,1.00
345,-0.05868,0.01751,-0.02041,0.99792,-0.02335,-0.02471,-0.00058,0.99942,-0.08246,-0.00671,-0.01911,0.99639,1.00,-0.02328,-0.05170,-0.00121,0.99839,-0.08289,-0.03370,-0.01814,0.99582,1.00
355,-0.05765,0.01741,-0.02030,0.99798,-0.02400,-0.02257,-0.00054,0.99946,-0.08204,-0.00467,-0.01912,0.99644,1.00,-0.02393,-0.04958,-0.00119,0.99848,-0.08247,-0.03167,-0.01818,0.99592,1.00
366,-0.05668,0.01731,-0.02010,0.99804,-0.02498,-0.02247,-0.00056,0.99944,-0.08204,-0.00465,-0.01895,0.99644,1.00,-0.02491,-0.04948,-0.00123,0.99846,-0.08247,-0.03166,-0.01807,0.99593,1.00
377,-0.05599,0.01731,-0.01987,0.99808,-0.02567,-0.02246,-0.00058,0.99942,-0.08204,-0.00463,-0.01873,0.99644,1.00,-0.02562,-0.04947,-0.00127,0.99845,-0.08248,-0.03165,-0.01789,0.99593,1.00
388,-0.05550,0.01734,-0.01978,0.99811,-0.02454,-0.02249,-0.00055,0.99945,-0.08041,-0.00467,-0.01865,0.99658,1.00,-0.02446,-0.04950,-0.00121,0.99847,-0.08083,-0.03168,-0.01779,0.99607,1.00
400,-0.05519,0.01741,-0.01979,0.99813,-0.02484,-0.02257,-0.00056,0.99944,-0.08041,-0.00467,-0.01866,0.99658,1.00,-0.02476,-0.04958,-0.00123,0.99846,-0.08083,-0.03168,-0.01782,0.99607,1.00
411,-0.05508,0.01761,-0.01983,0.99813,-0.02494,-0.02278,-0.00057,0.99943,-0.08041,-0.00467,-0.01869,0.99658,1.00,-0.02486,-0.04979,-0.00124,0.99845,-0.08082,-0.03169,-0.01786,0.99606,1.00
422,-0.05516,0.01786,-0.01986,0.99812,-0.02545,-0.02388,-0.00061,0.99939,-0.08101,-0.00551,-0.01868,0.99652,1.00,-0.02534,-0.05089,-0.00129,0.99838,-0.08139,-0.03253,-0.01786,0.99599,1.00
434,-0.05531,0.01821,-0.01965,0.99811,-0.02529,-0.02420,-0.00061,0.99939,-0.08101,-0.00549,-0.01845,0.99653,1.00,-0.02519,-0.05121,-0.00129,0.99837,-0.08140,-0.03251,-0.01761,0.99600,1.00
445,-0.05554,0.01862,-0.01926,0.99810,-0.02507,-0.02456,-0.00062,0.99938,-0.08101,-0.00546,-0.01803,0.99654,1.00,-0.02500,-0.05157,-0.00129,0.99836,-0.08141,-0.03248,-0.01719,0.99600,1.00
456,-0.05583,0.01894,-0.01874,0.99808,-0.02419,-0.02244,-0.00054,0.99946,-0.08037,-0.00304,-0.01756,0.99661,1.00,-0.02414,-0.04946,-0.00120,0.99848,-0.08079,-0.03006,-0.01669,0.99614,1.00
467,-0.05626,0.01910,-0.01829,0.99807,-0.02377,-0.02255,-0.00054,0.99946,-0.08037,-0.00301,-0.01710,0.99661,1.00,-0.02375,-0.04956,-0.00118,0.99849,-0.08080,-0.03002,-0.01620,0.99615,1.00
479,-0.05674,0.01915,-0.01819,0.99804,-0.02329,-0.02257,-0.00053,0.99947,-0.08037,-0.00300,-0.01698,0.99662,1.00,-0.02328,-0.04959,-0.00116,0.99850,-0.08081,-0.03001,-0.01605,0.99615,1.00
490,-0.05697,0.01925,-0.01820,0.99802,-0.02299,-0.00658,-0.00015,0.99971,-0.08002,0.01308,-0.01753,0.99655,1.00,-0.02299,-0.03366,-0.00077,0.99917,-0.08049,-0.01399,-0.01660,0.99652,1.00
501,-0.05730,0.01917,-0.01835,0.99800,-0.02266,-0.00652,-0.00015,0.99972,-0.08002,0.01307,-0.01768,0.99655,1.00,-0.02265,-0.03359,-0.00076,0.99918,-0.08049,-0.01400,-0.01673,0.99652,1.00
512,-0.05792,0.01911,-0.01833,0.99797,-0.02204,-0.00645,-0.00014,0.99974,-0.08002,0.01307,-0.01767,0.99655,1.00,-0.02203,-0.03352,-0.00074,0.99920,-0.08049,-0.01399,-0.01669,0.99652,1.00
523,-0.05833,0.01903,-0.01826,0.99795,-0.02107,-0.00591,-0.00012,0.99976,-0.07945,0.01351,-0.01764,0.99659,1.00,-0.02103,-0.03297,-0.00069,0.99923,-0.07989,-0.01355,-0.01662,0.99657,1.00
534,-0.05851,0.01907,-0.01838,0.99794,-0.02089,-0.00595,-0.00012,0.99976,-0.07945,0.01350,-0.01775,0.99659,1.00,-0.02084,-0.03302,-0.00069,0.99924,-0.07988,-0.01356,-0.01672,0.99657,1.00
545,-0.05842,0.01921,-0.01857,0.99793,-0.02097,-0.00611,-0.00013,0.99976,-0.07945,0.01349,-0.01793,0.99659,1.00,-0.02092,-0.03318,-0.00069,0.99923,-0.07988,-0.01357,-0.01691,0.99657,1.00
557,-0.05805,0.01926,-0.01876,0.99795,-0.02116,-0.00610,-0.00013,0.99976,-0.07927,0.01356,-0.01812,0.99660,1.00,-0.02109,-0.03317,-0.00070,0.99923,-0.07968,-0.01350,-0.01711,0.99658,1.00
568,-0.05758,0.01941,-0.01906,0.99797,-0.02163,-0.00628,-0.00014,0.99975,-0.07927,0.01354,-0.01841,0.99659,1.00,-0.02154,-0.03335,-0.00072,0.99921,-0.07968,-0.01352,-0.01742,0.99658,1.00
579,-0.05699,0.01954,-0.01947,0.99799,-0.02222,-0.00646,-0.00014,0.99973,-0.07928,0.01351,-0.01880,0.99658,1.00,-0.02211,-0.03353,-0.00074,0.99919,-0.07967,-0.01356,-0.01785,0.99657,1.00
590,-0.05631,0.01975,-0.01987,0.99802,-0.02421,-0.00857,-0.00021,0.99967,-0.08063,0.01166,-0.01911,0.99649,1.00,-0.02407,-0.03564,-0.00086,0.99907,-0.08101,-0.01541,-0.01822,0.99643,1.00
601,-0.05554,0.01986,-0.02018,0.99806,-0.02498,-0.00873,-0.00022,0.99965,-0.08063,0.01163,-0.01941,0.99649,1.00,-0.02483,-0.03580,-0.00089,0.99905,-0.08100,-0.01544,-0.01857,0.99642,1.00
613,-0.05491,0.02005,-0.02040,0.99808,-0.02560,-0.00896,-0.00023,0.99963,-0.08063,0.01161,-0.01962,0.99648,1.00,-0.02544,-0.03603,-0.00092,0.99903,-0.08100,-0.01546,-0.01881,0.99642,1.00
624,-0.05454,0.02020,-0.02051,0.99810,-0.02396,-0.00674,-0.00016,0.99969,-0.07857,0.01395,-0.01982,0.99661,1.00,-0.02383,-0.03382,-0.00081,0.99914,-0.07898,-0.01312,-0.01898,0.99661,1.00
635,-0.05423,0.02021,-0.02052,0.99811,-0.02426,-0.00676,-0.00016,0.99968,-0.07857,0.01395,-0.01982,0.99661,1.00,-0.02413,-0.03384,-0.00082,0.99914,-0.07898,-0.01312,-0.01900,0.99661,1.00
646,-0.05399,0.02025,-0.02048,0.99813,-0.02415,-0.00994,-0.00024,0.99966,-0.07828,0.01080,-0.01968,0.99668,1.00,-0.02405,-0.03700,-0.00089,0.99903,-0.07871,-0.01626,-0.01886,0.99659,1.00
657,-0.05362,0.02019,-0.02037,0.99815,-0.02452,-0.00988,-0.00024,0.99965,-0.07828,0.01081,-0.01958,0.99668,1.00,-0.02443,-0.03694,-0.00090,0.99902,-0.07872,-0.01625,-0.01878,0.99659,1.00
668,-0.05311,0.02013,-0.02043,0.99818,-0.02503,-0.00983,-0.00025,0.99964,-0.07828,0.01081,-0.01964,0.99668,1.00,-0.02493,-0.03689,-0.00092,0.99901,-0.07871,-0.01626,-0.01887,0.99659,1.00
679,-0.05256,0.02000,-0.02041,0.99821,-0.02558,-0.00971,-0.00025,0.99963,-0.07828,0.01081,-0.01963,0.99668,1.00,-0.02548,-0.03677,-0.00094,0.99900,-0.07871,-0.01626,-0.01888,0.99659,1.00
690,-0.05200,0.01996,-0.02033,0.99824,-0.03922,-0.01652,-0.00065,0.99909,-0.09145,0.00421,-0.01931,0.99561,1.00,-0.03906,-0.04360,-0.00171,0.99828,-0.09182,-0.02289,-0.01895,0.99533,1.00
702,-0.05153,0.01987,-0.02036,0.99827,-0.03968,-0.01645,-0.00065,0.99908,-0.09145,0.00421,-0.01936,0.99561,1.00,-0.03952,-0.04353,-0.00172,0.99827,-0.09182,-0.02290,-0.01901,0.99533,1.00
713,-0.05112,0.01978,-0.02045,0.99829,-0.04010,-0.01638,-0.00066,0.99906,-0.09145,0.00420,-0.01946,0.99561,1.00,-0.03993,-0.04346,-0.00174,0.99826,-0.09182,-0.02291,-0.01914,0.99533,1.00
